f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,handedness,label
0.53946626,0.86970115,3.4371812e-09,0.63750196,0.82380736,-0.04677087,0.7136018,0.69845355,-0.06436651,0.75370395,0.57556194,-0.0786092,0.79361534,0.48699224,-0.09482444,0.65322936,0.48790342,-0.051884186,0.66777325,0.30871004,-0.08551523,0.6686689,0.20026052,-0.11282866,0.6694917,0.10330206,-0.13461564,0.5918751,0.47441694,-0.05438603,0.5879233,0.27546555,-0.08848363,0.58051705,0.15403956,-0.11997436,0.5737811,0.04583904,-0.14529184,0.5367465,0.5050722,-0.06160804,0.5148914,0.32561684,-0.098829955,0.50108874,0.21078381,-0.1269747,0.49082935,0.1083855,-0.14719826,0.48793215,0.5676234,-0.07282865,0.4562912,0.4367624,-0.108397394,0.4363358,0.3518142,-0.12854216,0.42275432,0.26946425,-0.14295514,Right,Arm_Drone
0.54204357,0.8653494,-4.742911e-08,0.6379252,0.82014394,-0.048676778,0.71238077,0.69316936,-0.06745699,0.7498648,0.56684095,-0.082094304,0.7880367,0.47577545,-0.09856336,0.6513555,0.4839275,-0.05376407,0.65759593,0.3079936,-0.08886576,0.6532834,0.20212054,-0.117896445,0.65004206,0.10497582,-0.1406037,0.5898075,0.46839118,-0.054412317,0.5857707,0.26843864,-0.08805001,0.5778589,0.15095809,-0.11939009,0.5722312,0.04552239,-0.14517802,0.53620183,0.49691272,-0.05996649,0.5158175,0.3191079,-0.09607017,0.5034503,0.20700717,-0.123722665,0.4947821,0.106396616,-0.1442031,0.48902768,0.55654496,-0.069745496,0.46679968,0.42672852,-0.103396565,0.45121378,0.34353322,-0.12299942,0.4401523,0.26129958,-0.13786149,Right,Arm_Drone
0.5451777,0.8634771,-6.253732e-08,0.64266264,0.81836754,-0.044171076,0.7133693,0.69054496,-0.064691514,0.7467873,0.56464404,-0.08226121,0.78555757,0.4681058,-0.10180438,0.65243924,0.48452276,-0.05091196,0.6520556,0.31145984,-0.090041414,0.6437204,0.20839429,-0.12290323,0.6361735,0.11443937,-0.14757866,0.5950252,0.47737974,-0.055263907,0.5902889,0.27979714,-0.09105438,0.5818858,0.15896767,-0.12450895,0.57750624,0.049696147,-0.15221867,0.5441193,0.5080631,-0.064694524,0.532933,0.32105622,-0.101776645,0.52444786,0.20380804,-0.12927595,0.51941764,0.09951833,-0.14975305,0.4977842,0.5650046,-0.0778192,0.4862697,0.4238267,-0.11149081,0.4805423,0.33343393,-0.13059385,0.47769848,0.24679734,-0.14525878,Right,Arm_Drone
0.60511476,0.8625138,1.5894672e-07,0.528907,0.8373852,-0.053895574,0.48239648,0.74710834,-0.08283484,0.46747732,0.6414718,-0.10543986,0.4413976,0.5463822,-0.1278126,0.52598065,0.5914652,-0.06968341,0.4999231,0.44416422,-0.106756575,0.4880402,0.34826747,-0.13154498,0.48089355,0.2599408,-0.14942405,0.5723832,0.56021893,-0.06425766,0.5601924,0.39779142,-0.10067314,0.55172056,0.29139882,-0.12523255,0.546462,0.19383845,-0.14273316,0.6152656,0.56450975,-0.06345869,0.6106686,0.4223425,-0.09695276,0.60399276,0.3268251,-0.11821639,0.5985587,0.23691607,-0.13210551,0.6563957,0.59283626,-0.06704016,0.66676396,0.48351794,-0.094285704,0.67158306,0.41068095,-0.11024954,0.6742602,0.33914512,-0.12140682,Left,Arm_Drone
0.5866205,0.86275065,2.589685e-07,0.51344526,0.8187938,-0.045655947,0.45438558,0.73392576,-0.07555416,0.4094355,0.6459629,-0.10157488,0.36191195,0.57941866,-0.12855251,0.5131651,0.54039466,-0.055660274,0.47924718,0.40980098,-0.08729191,0.4613421,0.31898636,-0.1119963,0.4466445,0.2354238,-0.13097347,0.56309485,0.5113598,-0.0556966,0.5536035,0.35185096,-0.08599246,0.5464234,0.2507554,-0.10856565,0.5414707,0.1599837,-0.12553698,0.6096613,0.5284498,-0.06024269,0.6199631,0.38507777,-0.090654224,0.62440896,0.28858513,-0.11274222,0.6274033,0.1968064,-0.12823665,0.65085447,0.5756293,-0.068333775,0.6848549,0.47769448,-0.092655845,0.7075888,0.4128793,-0.10617384,0.7255137,0.34581578,-0.11633651,Left,Arm_Drone
0.5889883,0.8784448,1.902314e-07,0.5105635,0.8420564,-0.051029734,0.46827513,0.7389505,-0.076465935,0.45973033,0.6193031,-0.09611816,0.4378327,0.5147721,-0.114967175,0.5071895,0.5768719,-0.054765377,0.4963418,0.42452356,-0.08609445,0.49252522,0.33298063,-0.108961396,0.49165612,0.2467747,-0.12624843,0.55222774,0.55808616,-0.048695516,0.5425329,0.39679223,-0.0787125,0.5345713,0.29126316,-0.10266205,0.5290657,0.18986693,-0.12069849,0.5930167,0.5696933,-0.047687635,0.5860528,0.42302912,-0.07597982,0.5770069,0.3281498,-0.097242594,0.5681681,0.23909393,-0.11206184,0.63422465,0.6031889,-0.051071115,0.6357345,0.49010888,-0.07657851,0.63406837,0.41412082,-0.09356167,0.63071007,0.3401321,-0.10556587,Left,Arm_Drone
0.5800739,0.893298,1.9262775e-07,0.50256294,0.85415196,-0.04731483,0.46027133,0.7515385,-0.07063765,0.45602402,0.63706946,-0.08898826,0.44236505,0.53149587,-0.10664896,0.4975594,0.58903897,-0.050610773,0.48620546,0.43848696,-0.08195805,0.48202223,0.3450074,-0.105111815,0.48110256,0.25779736,-0.12253955,0.54243565,0.5717852,-0.046213847,0.531567,0.41422293,-0.076131225,0.5235614,0.30727166,-0.10055668,0.5183392,0.20481038,-0.11870343,0.5841347,0.58496565,-0.046744384,0.57563835,0.44059846,-0.07501153,0.56658775,0.34422782,-0.09639351,0.5575457,0.2536667,-0.111085616,0.62656677,0.61992764,-0.05135717,0.6249323,0.50901264,-0.07707017,0.6204247,0.43494985,-0.09342083,0.6144361,0.36424148,-0.104598925,Left,Arm_Drone
0.5740811,0.9118978,2.170258e-07,0.5012908,0.86738765,-0.049527276,0.4411342,0.7805835,-0.083173834,0.397656,0.6916329,-0.112177856,0.3537398,0.6201638,-0.1422188,0.5066883,0.5934522,-0.067947045,0.47125426,0.45626712,-0.10343319,0.45097986,0.36620545,-0.13046302,0.4340641,0.28124967,-0.15078086,0.5600691,0.5642263,-0.06693577,0.5534029,0.39787215,-0.0994738,0.5497097,0.29153866,-0.12328962,0.5477774,0.19515574,-0.14176817,0.6075726,0.58377904,-0.07003786,0.6252395,0.43844938,-0.10304749,0.63641053,0.34430647,-0.12623507,0.6452277,0.25309488,-0.14263918,0.64773846,0.6356957,-0.07670644,0.68940437,0.54279375,-0.10310818,0.71771306,0.4832738,-0.11706443,0.74032253,0.41986978,-0.1277711,Left,Arm_Drone
0.5727826,0.9020871,1.9144885e-07,0.50087255,0.8598782,-0.046556953,0.44377804,0.77201986,-0.077888295,0.40429342,0.6830404,-0.10492234,0.36068243,0.6147936,-0.133114,0.5030339,0.5883616,-0.065333955,0.46805477,0.4526414,-0.099784434,0.44763088,0.36271966,-0.12564942,0.43073773,0.27816033,-0.14517353,0.555521,0.55924517,-0.06563978,0.54862624,0.3928088,-0.097642146,0.5448679,0.28648743,-0.12055491,0.5427836,0.19035885,-0.13808195,0.60278374,0.57832426,-0.06980675,0.6207435,0.43114096,-0.10289864,0.6318408,0.3375144,-0.12564665,0.64060366,0.24570906,-0.14141305,0.64306384,0.62989545,-0.07720181,0.6846226,0.53634435,-0.1038107,0.7127306,0.47693235,-0.11752552,0.73517954,0.41286582,-0.12788835,Left,Arm_Drone
0.5797421,0.90504485,1.557815e-07,0.5091082,0.86297137,-0.04581547,0.4722118,0.75954825,-0.069016196,0.46697855,0.6460203,-0.08774342,0.44506252,0.5479732,-0.10680807,0.499026,0.6116109,-0.05211751,0.4789887,0.4694545,-0.08357329,0.471345,0.37796918,-0.1065502,0.4689342,0.29230157,-0.12421696,0.54455686,0.5909702,-0.0494363,0.5313322,0.4341488,-0.08043614,0.5227455,0.33038133,-0.105478644,0.5170391,0.23294702,-0.12415721,0.58691674,0.60388833,-0.0511489,0.5809071,0.4615041,-0.08097586,0.57291365,0.36815017,-0.10342012,0.5650529,0.2798428,-0.11888819,0.62891483,0.6395521,-0.056524254,0.62988746,0.531328,-0.08281589,0.628533,0.45957896,-0.099139094,0.6255478,0.39129952,-0.110695444,Left,Arm_Drone
0.5754338,0.914805,2.4371622e-07,0.504084,0.86825866,-0.048937134,0.44575894,0.78348875,-0.08246237,0.39974707,0.7048594,-0.11159929,0.35140485,0.64305687,-0.14243458,0.52131104,0.60093594,-0.06944937,0.4941228,0.45530948,-0.10371877,0.48010957,0.36011642,-0.129469,0.46798187,0.2729724,-0.1489212,0.5743138,0.57678556,-0.06819322,0.5749445,0.40806326,-0.100353114,0.57465833,0.30176845,-0.123884335,0.57614195,0.20541683,-0.14215295,0.619961,0.59769017,-0.070694074,0.64020526,0.45046064,-0.10234204,0.6514129,0.3556459,-0.12521315,0.6605283,0.26454115,-0.14162335,0.6575796,0.64867586,-0.076880895,0.6996405,0.5565927,-0.10168599,0.7278197,0.4967109,-0.11547754,0.7505016,0.4334177,-0.1263024,Left,Arm_Drone
0.5736995,0.9079677,2.759162e-07,0.5014194,0.8653997,-0.05077501,0.44583094,0.78314376,-0.08533949,0.4042359,0.70048463,-0.115056254,0.3572957,0.63349175,-0.14631325,0.5176361,0.6005108,-0.072726674,0.4907982,0.45796758,-0.10805648,0.4763382,0.36303145,-0.13408852,0.46471345,0.2751183,-0.15374726,0.570295,0.5764164,-0.070959374,0.5690888,0.41031915,-0.104494244,0.5679382,0.30395848,-0.1284123,0.5693052,0.20696059,-0.14678712,0.616079,0.5975063,-0.072976224,0.6352562,0.45190752,-0.1058882,0.64613533,0.35782778,-0.12870419,0.65511906,0.26661506,-0.14498192,0.65417314,0.64807534,-0.07872944,0.6959209,0.5555878,-0.105093285,0.723831,0.4956999,-0.119530916,0.74681515,0.43142024,-0.13061206,Left,Arm_Drone
0.5799455,0.912536,1.4011364e-07,0.5102018,0.8671597,-0.04764449,0.47600052,0.7610533,-0.07103839,0.47200292,0.64500237,-0.08968421,0.45034266,0.5443948,-0.10843453,0.51102895,0.6172773,-0.053738803,0.5018875,0.46792993,-0.08519911,0.5005645,0.37533993,-0.10759356,0.50359833,0.28807008,-0.12477761,0.55607694,0.6008569,-0.049689487,0.5493566,0.44099244,-0.080563225,0.5445501,0.33650905,-0.104607165,0.54278976,0.23685661,-0.12266868,0.59711623,0.615497,-0.0502217,0.5945792,0.46618202,-0.080656596,0.58757246,0.3710975,-0.10237392,0.5811289,0.2789753,-0.117045864,0.6375909,0.6520684,-0.05466881,0.64273775,0.5411696,-0.08202672,0.64348775,0.46901488,-0.09910657,0.64254034,0.39765835,-0.11099351,Left,Arm_Drone
0.56818336,0.9163719,2.3331539e-07,0.49900705,0.86959314,-0.049804922,0.45032856,0.7746316,-0.081944615,0.41847548,0.68262833,-0.10908185,0.378178,0.6075889,-0.13731527,0.520265,0.59772193,-0.06993711,0.4928218,0.45372346,-0.1051393,0.4789315,0.35968998,-0.1310751,0.46869683,0.27320576,-0.15064085,0.5750005,0.57744527,-0.069066234,0.57941055,0.40893555,-0.10218184,0.5840523,0.30279624,-0.12572221,0.5901078,0.20726159,-0.14366609,0.620624,0.6052576,-0.07212467,0.6509317,0.46546817,-0.10685579,0.6699959,0.37553874,-0.1308634,0.68633515,0.28608486,-0.14741923,0.65587014,0.6644009,-0.07854816,0.70570856,0.5877801,-0.1068174,0.7407906,0.5393636,-0.12177052,0.77110803,0.48344517,-0.13300657,Left,Arm_Drone
0.5686647,0.8975755,7.195759e-08,0.50120777,0.8585485,-0.052801266,0.46415365,0.7591748,-0.077955,0.46073002,0.6451255,-0.09733668,0.45182005,0.53746724,-0.11627911,0.49895042,0.61966115,-0.058462925,0.4893411,0.4781934,-0.0907256,0.48607668,0.3901565,-0.11323841,0.4865697,0.3065205,-0.1303059,0.5440585,0.5941819,-0.051222283,0.535014,0.44065356,-0.08207175,0.52610284,0.34093702,-0.10542329,0.5199235,0.24783006,-0.12319051,0.5849598,0.59980446,-0.04914868,0.5788059,0.45658037,-0.079799026,0.56912845,0.36298767,-0.10296395,0.56083375,0.27320877,-0.118688755,0.62576824,0.62812376,-0.051353145,0.6338871,0.5190422,-0.07822233,0.6369554,0.44705695,-0.09684008,0.6369683,0.3760541,-0.110332236,Left,Arm_Drone
0.5600934,0.91449714,4.9767383e-08,0.49055445,0.8643583,-0.04543739,0.4461311,0.7646782,-0.07213544,0.42863554,0.66030765,-0.094634384,0.4042204,0.56869644,-0.11725931,0.50532645,0.6002887,-0.05822496,0.47993845,0.44836244,-0.09212735,0.4668436,0.3507939,-0.11673405,0.4570887,0.2623665,-0.1347772,0.5579751,0.57555723,-0.057082005,0.5574378,0.404995,-0.088546954,0.5567631,0.29697758,-0.11146655,0.55690855,0.20103985,-0.12871003,0.6041849,0.59350866,-0.06012655,0.61697936,0.4417049,-0.08970566,0.62336785,0.3470025,-0.11035538,0.6293229,0.2585202,-0.124652,0.64473474,0.6413713,-0.066906504,0.6728791,0.53336465,-0.09011199,0.6911409,0.46319842,-0.103438325,0.70611477,0.3938288,-0.113355406,Left,Arm_Drone
0.5524651,0.90380853,1.0124509e-07,0.48859188,0.8578584,-0.041705545,0.44727278,0.7622015,-0.065655135,0.4327165,0.6644363,-0.085997485,0.4099468,0.5817755,-0.106546335,0.4936367,0.58313245,-0.053605802,0.46653223,0.43924832,-0.08623723,0.45236573,0.3422023,-0.10968586,0.44082206,0.25402093,-0.12698989,0.54606426,0.5587949,-0.054656222,0.54609084,0.3895086,-0.08534048,0.5460436,0.2831875,-0.1070568,0.545936,0.18975186,-0.122849286,0.59260315,0.57929087,-0.05983401,0.60812426,0.43241826,-0.09026814,0.6169643,0.33754677,-0.11088476,0.6240199,0.24692532,-0.124571875,0.6336329,0.6299161,-0.0683001,0.6687114,0.5285647,-0.09239628,0.6922563,0.4623879,-0.105266966,0.7110875,0.39466277,-0.114507675,Left,Arm_Drone
0.5471103,0.8761783,2.5430511e-08,0.4921952,0.81669277,-0.039012365,0.46606907,0.7131728,-0.058335125,0.46895057,0.6123024,-0.07500288,0.46096593,0.5181058,-0.091149986,0.49012724,0.5761824,-0.034992997,0.48492187,0.45134526,-0.06279655,0.48659557,0.37725645,-0.08489836,0.49291646,0.30563515,-0.10222759,0.52837807,0.56166244,-0.034486506,0.5257924,0.4135252,-0.06132667,0.5246985,0.32049817,-0.08415818,0.5252409,0.23057535,-0.10122624,0.56431437,0.57588917,-0.038958456,0.5617917,0.4357161,-0.06698002,0.5590429,0.3466304,-0.08937502,0.5555459,0.26010883,-0.10415156,0.6033791,0.6133784,-0.046913814,0.60398203,0.5060616,-0.07165523,0.60031766,0.436215,-0.08787331,0.59442246,0.36823255,-0.09937242,Left,Arm_Drone
0.54787475,0.8810274,3.9457554e-08,0.49066868,0.82005775,-0.03707212,0.46360254,0.71758974,-0.05575642,0.46462148,0.61591506,-0.072188124,0.45348257,0.52145165,-0.088664524,0.48484015,0.5744952,-0.035154037,0.47038656,0.44411632,-0.06286681,0.46688867,0.36201522,-0.08448142,0.46907827,0.28576192,-0.10136572,0.5273242,0.56042236,-0.036325313,0.52211434,0.40782225,-0.063708514,0.5204866,0.31063816,-0.08661127,0.5204643,0.22034797,-0.10366896,0.56610656,0.57756907,-0.042199112,0.56521565,0.4357747,-0.07042098,0.5634661,0.34305686,-0.093064405,0.5606691,0.25560048,-0.10813703,0.60626376,0.6182716,-0.051172916,0.60875875,0.508938,-0.07562659,0.6071191,0.4354651,-0.09132154,0.6027218,0.36499912,-0.10252048,Left,Arm_Drone
0.55147415,0.9104015,1.1642138e-07,0.48610342,0.86157894,-0.04098531,0.44287634,0.7651549,-0.066792466,0.41817012,0.6721418,-0.089472316,0.3819602,0.6016983,-0.11309179,0.49495265,0.58129627,-0.054889996,0.4648385,0.44078714,-0.0874763,0.44921845,0.34771836,-0.11195824,0.43656105,0.26141143,-0.13050124,0.54863113,0.5582311,-0.057338167,0.5503293,0.39004213,-0.08791918,0.5513248,0.2858439,-0.10962651,0.5527227,0.19311085,-0.12582012,0.5949741,0.5826755,-0.0636774,0.61488533,0.43595403,-0.094689906,0.6276702,0.34472,-0.11515611,0.63827413,0.2560988,-0.12891187,0.63339734,0.63899755,-0.07314657,0.6737506,0.5435507,-0.096448995,0.700471,0.48376563,-0.10779443,0.7216617,0.42030725,-0.11652091,Left,Arm_Drone
0.55967474,0.9027631,1.6552545e-07,0.49184573,0.8545058,-0.0458012,0.45819384,0.74684054,-0.06858211,0.45250657,0.629615,-0.08681744,0.43020326,0.53114736,-0.105077505,0.48904368,0.59656686,-0.051951934,0.47655126,0.44763252,-0.0831495,0.4733068,0.35267326,-0.10560759,0.47396967,0.26484546,-0.12282327,0.5346624,0.5797087,-0.048991952,0.5260056,0.4182151,-0.080114834,0.5201019,0.31113258,-0.10473542,0.5169625,0.2108663,-0.12295496,0.5767703,0.59629416,-0.050442733,0.5740395,0.4481533,-0.08123961,0.5685451,0.3503722,-0.10443127,0.5636925,0.25876543,-0.12009186,0.6176248,0.63508433,-0.055497866,0.62790954,0.52873504,-0.08268746,0.6341443,0.4562771,-0.100510865,0.6387299,0.38526744,-0.113083705,Left,Arm_Drone
0.61619294,0.6456797,6.404639e-07,0.73191714,0.6269058,-0.054418452,0.8372998,0.53735423,-0.07856736,0.9219765,0.49652442,-0.10155187,0.9939794,0.47293317,-0.12597533,0.7924466,0.21354613,-0.029090125,0.82390624,0.036542237,-0.055420805,0.842876,-0.07643896,-0.082307726,0.8531217,-0.16774425,-0.10488388,0.72796226,0.17599218,-0.032902516,0.7507885,-0.023769498,-0.05574739,0.76654166,-0.15223065,-0.083896965,0.7715663,-0.24363774,-0.10724728,0.66302097,0.18656723,-0.04588732,0.6723404,-0.0053774714,-0.07708195,0.68042886,-0.11977607,-0.10078641,0.6852267,-0.2017169,-0.11763445,0.59923255,0.22489095,-0.06539597,0.5903284,0.07744455,-0.101823725,0.58423775,-0.02803111,-0.12236786,0.5850292,-0.11712667,-0.13564892,Right,Arm_Drone
0.61326456,0.95905304,3.2941014e-07,0.7172721,0.9415709,-0.070152625,0.8169981,0.8456006,-0.10624771,0.89863074,0.7941929,-0.1371218,0.9744685,0.76023674,-0.17128843,0.75795114,0.558844,-0.09033988,0.79354477,0.36062884,-0.13465714,0.8162882,0.2372396,-0.16819933,0.8342759,0.12822303,-0.19659163,0.6932571,0.5285111,-0.093026824,0.7075238,0.30365932,-0.13936906,0.7170701,0.16212875,-0.17781956,0.72318316,0.041533828,-0.20953228,0.6285646,0.54868954,-0.10260959,0.6291381,0.34135383,-0.15531516,0.6341051,0.20696369,-0.19608265,0.6401051,0.08567661,-0.22643243,0.5687172,0.6026896,-0.11781157,0.5319935,0.4557355,-0.17156999,0.50988376,0.35141417,-0.20486492,0.49534887,0.24661607,-0.22960593,Right,Arm_Drone
0.5757101,0.9492617,2.572927e-07,0.6756899,0.9322627,-0.062948145,0.77496827,0.83313584,-0.09299349,0.8554146,0.7669686,-0.11816314,0.9270705,0.7234516,-0.14604877,0.7166432,0.5554679,-0.07656234,0.74918485,0.36985767,-0.115568265,0.7669515,0.25191513,-0.14536269,0.78122705,0.14913774,-0.17070638,0.6531057,0.52131736,-0.078318685,0.6620153,0.30653146,-0.118655816,0.67022544,0.17731017,-0.15476458,0.6781947,0.06642631,-0.18440223,0.5909687,0.5391271,-0.08606413,0.58814776,0.34357348,-0.13215281,0.5912229,0.21826532,-0.1693809,0.5955385,0.10850665,-0.19691877,0.53378206,0.59467036,-0.09874436,0.49945402,0.45782354,-0.14568879,0.47937715,0.3580947,-0.17527474,0.4660065,0.26174635,-0.19673571,Right,Arm_Drone
0.58023334,0.9426398,2.464683e-07,0.6768957,0.91954696,-0.063603505,0.77070105,0.82374644,-0.09510613,0.8470632,0.7615209,-0.12194756,0.91596717,0.7169491,-0.15118422,0.7083436,0.5557546,-0.076904714,0.73709315,0.37880766,-0.11646275,0.75376743,0.26833978,-0.14652675,0.766203,0.1707156,-0.17128807,0.6470596,0.52760136,-0.07722323,0.65521365,0.32273865,-0.11694354,0.6616263,0.19371551,-0.15152945,0.6650062,0.079544246,-0.18028009,0.58818054,0.549231,-0.08366551,0.5823669,0.36183995,-0.1277499,0.58123606,0.2428124,-0.16229872,0.58103734,0.1331352,-0.18832834,0.534178,0.6016388,-0.09541032,0.4982255,0.4667414,-0.14050369,0.47555685,0.37212676,-0.1686385,0.4589851,0.27838793,-0.18920551,Right,Arm_Drone
0.54164946,0.9309137,2.460991e-07,0.6367335,0.91073585,-0.06271358,0.73063946,0.81414044,-0.09236522,0.8074926,0.7521466,-0.11718187,0.8767339,0.7121663,-0.14411402,0.6647115,0.5489221,-0.07388708,0.69698316,0.36480168,-0.10874756,0.71395683,0.2548468,-0.13472696,0.72647274,0.15882882,-0.15695894,0.60433286,0.51934147,-0.072994,0.61297506,0.31504172,-0.10846539,0.6204947,0.19011185,-0.13979413,0.6239128,0.083581984,-0.16648868,0.5467011,0.5369905,-0.078131765,0.5405052,0.3493302,-0.11856877,0.5414351,0.23252708,-0.15104386,0.5416966,0.12796313,-0.17626181,0.49400407,0.58598435,-0.08864122,0.45975626,0.45510787,-0.1307876,0.43903252,0.3635984,-0.15742455,0.42417538,0.27299634,-0.1775521,Right,Arm_Drone
0.5173253,0.9246405,3.5360426e-07,0.6125368,0.9014034,-0.06521742,0.70254374,0.8026916,-0.0958992,0.7769713,0.74063957,-0.12090358,0.84565014,0.707813,-0.14782344,0.634581,0.54804945,-0.07500189,0.6613213,0.36326087,-0.10644041,0.67558384,0.25262102,-0.12990008,0.68567604,0.15586033,-0.15072328,0.57327807,0.51963884,-0.072029665,0.5810729,0.31451887,-0.10285885,0.58649105,0.18815035,-0.13087232,0.58674586,0.08048493,-0.15554272,0.5165825,0.53853494,-0.075498216,0.50511855,0.35329485,-0.1117509,0.50156283,0.23624143,-0.14426535,0.49823135,0.13072121,-0.1701125,0.46638763,0.58485574,-0.084729575,0.43016714,0.4541282,-0.124536194,0.40564892,0.36491293,-0.15225044,0.38807267,0.2753421,-0.17364922,Right,Arm_Drone
0.49189138,0.91863835,2.6755973e-07,0.5807398,0.8850393,-0.05288192,0.6691457,0.7825691,-0.076310135,0.74318993,0.71768045,-0.09653043,0.80586094,0.685721,-0.11845328,0.5986465,0.52292943,-0.056488797,0.6251832,0.34235248,-0.08556608,0.6373798,0.2349082,-0.10923332,0.6453284,0.13889581,-0.13009113,0.53846383,0.4974567,-0.057926636,0.54502445,0.30379677,-0.0866482,0.5500654,0.18178147,-0.114334784,0.55024844,0.07486716,-0.1381545,0.48400575,0.51964813,-0.06502271,0.47175315,0.33920804,-0.097110696,0.46841094,0.22435579,-0.12534246,0.46559075,0.11940858,-0.1478104,0.43299598,0.57406676,-0.07726827,0.39730045,0.44304064,-0.11255943,0.37379345,0.3528825,-0.13533124,0.35680524,0.2636425,-0.15231697,Right,Arm_Drone
0.38746682,0.912161,2.8947687e-07,0.4721917,0.87913907,-0.05624595,0.5556151,0.786832,-0.082014926,0.6261819,0.7249001,-0.10356083,0.68872917,0.69200927,-0.12642196,0.48584878,0.52835834,-0.058642805,0.5073117,0.3545656,-0.08649192,0.51672953,0.25113818,-0.109037004,0.5222925,0.16002905,-0.12878269,0.4275243,0.50143754,-0.057024114,0.43168902,0.31156087,-0.083676465,0.43328467,0.19472075,-0.109650895,0.43046328,0.093921304,-0.13243856,0.37524366,0.5211532,-0.061208207,0.36125547,0.34848773,-0.09171627,0.35512903,0.23927325,-0.11918217,0.3495754,0.14092928,-0.14113691,0.32718217,0.57156324,-0.07074971,0.29413468,0.44351083,-0.104181044,0.27105588,0.35850683,-0.1264404,0.25406727,0.275289,-0.14332205,Right,Arm_Drone
0.3929626,0.90400374,2.4709493e-07,0.47581422,0.87097096,-0.05437043,0.55954486,0.77793163,-0.07928024,0.6303946,0.715845,-0.10032847,0.692399,0.6847475,-0.12273459,0.48980692,0.52211434,-0.058002125,0.51047593,0.34750056,-0.08698367,0.5192017,0.2437909,-0.11022328,0.5245814,0.15262157,-0.1301862,0.43129915,0.494815,-0.057000786,0.4345732,0.30278313,-0.084396444,0.43654427,0.18662676,-0.110610045,0.43434447,0.08611047,-0.13339798,0.37919015,0.51404285,-0.06153264,0.3642209,0.3401618,-0.092050955,0.3586594,0.2317895,-0.11858882,0.35422993,0.1339674,-0.13972437,0.33096468,0.5641581,-0.071297176,0.29757392,0.43430984,-0.10405508,0.27481803,0.35010922,-0.12506633,0.25828484,0.26776862,-0.14088929,Right,Arm_Drone
0.45010924,0.9520174,2.8634784e-07,0.5296847,0.9197422,-0.04916461,0.6105316,0.83199906,-0.07234869,0.6799334,0.7758157,-0.0929906,0.7410978,0.75219566,-0.11497031,0.54553807,0.5890545,-0.049727328,0.571798,0.4292345,-0.07696167,0.5893936,0.3396755,-0.09937966,0.60299665,0.257628,-0.11886471,0.49149197,0.565311,-0.05098628,0.49951735,0.38916326,-0.07741146,0.506009,0.28084198,-0.102931574,0.5077529,0.18384343,-0.124975376,0.44189817,0.5850512,-0.05775371,0.42926133,0.42224735,-0.08730072,0.4267111,0.31890595,-0.112787314,0.42563766,0.22334254,-0.13299048,0.39500937,0.6336543,-0.0694408,0.3626756,0.5101883,-0.10071651,0.3422564,0.4264962,-0.12086722,0.3280868,0.34311926,-0.13617209,Right,Arm_Drone
0.47610414,0.86039114,2.4259106e-07,0.5557858,0.8314324,-0.04197915,0.63352156,0.74145883,-0.057324883,0.6982084,0.68002295,-0.07007488,0.75103,0.6446958,-0.083978675,0.57513577,0.5178923,-0.039203048,0.5972968,0.37557754,-0.058980092,0.60993075,0.2906438,-0.07557369,0.61983293,0.2125755,-0.0910399,0.52414167,0.49183547,-0.040171035,0.5281514,0.327887,-0.059983004,0.5322265,0.23127294,-0.08094433,0.53406346,0.14549187,-0.09940263,0.4762863,0.5094366,-0.045973446,0.4640401,0.35964346,-0.07164201,0.4611905,0.26885653,-0.09526379,0.45875505,0.1869719,-0.113627136,0.4328423,0.5563792,-0.05579899,0.40176234,0.45130992,-0.084336944,0.3816722,0.37764218,-0.10340934,0.3676365,0.30436254,-0.1175411,Right,Arm_Drone
0.47793847,0.8217119,2.1324853e-07,0.5506608,0.797567,-0.04217862,0.6215459,0.7200413,-0.057653423,0.67848593,0.66241205,-0.06992241,0.72629404,0.62883323,-0.08309894,0.56638414,0.51301783,-0.039457936,0.5859904,0.38424975,-0.05897863,0.59745806,0.30935818,-0.07524448,0.60690826,0.23989296,-0.09007011,0.52013946,0.49035534,-0.03874682,0.5244095,0.34429795,-0.05896646,0.5271414,0.25706464,-0.07953263,0.52892643,0.17883101,-0.09724344,0.47714376,0.5069733,-0.04269737,0.46762484,0.3737836,-0.06753609,0.46475327,0.292116,-0.090234615,0.4638457,0.21742857,-0.10778524,0.43739718,0.5497304,-0.05064515,0.40917093,0.45777255,-0.0775772,0.3910269,0.3917821,-0.09573725,0.37921962,0.3252677,-0.10930943,Right,Arm_Drone
